id,image_id,score
0,000_00.jpg,0.5
0,000_01.jpg,0.8333333333333334
0,000_02.jpg,0.6666666666666666
0,000_03.jpg,0.6666666666666666
0,000_04.jpg,0.5
0,000_05.jpg,0.8333333333333334
0,000_06.jpg,0.5
0,000_07.jpg,0.5
0,000_08.jpg,0.6666666666666666
0,000_09.jpg,0.5
0,000_10.jpg,0.6666666666666666
0,000_11.jpg,0.5
1,001_00.jpg,0.4
1,001_01.jpg,0.4
1,001_02.jpg,1.0
1,001_03.jpg,1.0
1,001_04.jpg,0.6
1,001_05.jpg,0.6
1,001_06.jpg,0.4
1,001_07.jpg,0.4
1,001_08.jpg,0.0
1,001_09.jpg,0.4
1,001_10.jpg,0.4
2,002_00.jpg,0.875
2,002_01.jpg,0.75
2,002_02.jpg,0.75
2,002_03.jpg,0.875
2,002_04.jpg,0.75
2,002_05.jpg,0.75
2,002_06.jpg,0.75
2,002_07.jpg,0.75
2,002_08.jpg,0.75
2,002_09.jpg,0.75
2,002_10.jpg,0.875
2,002_11.jpg,0.5
2,002_12.jpg,0.5
2,002_13.jpg,0.5
2,002_14.jpg,0.5
2,002_15.jpg,0.5
2,002_16.jpg,0.375
2,002_17.jpg,0.25
2,002_18.jpg,0.375
2,002_19.jpg,0.375
2,002_20.jpg,0.25
2,002_21.jpg,0.5
3,003_00.jpg,0.3333333333333333
3,003_01.jpg,0.5
3,003_02.jpg,0.3333333333333333
3,003_03.jpg,0.5
3,003_04.jpg,0.3333333333333333
3,003_05.jpg,0.3333333333333333
3,003_06.jpg,0.16666666666666666
3,003_07.jpg,0.3333333333333333
3,003_08.jpg,0.16666666666666666
3,003_09.jpg,0.3333333333333333
3,003_10.jpg,0.16666666666666666
4,004_00.jpg,0.6
4,004_01.jpg,0.8
4,004_02.jpg,0.8
4,004_03.jpg,1.0
4,004_04.jpg,0.6
4,004_05.jpg,0.8
4,004_06.jpg,1.0
4,004_07.jpg,1.0
4,004_08.jpg,0.8
4,004_09.jpg,0.8
4,004_10.jpg,0.6
4,004_11.jpg,0.8
4,004_12.jpg,0.4
4,004_13.jpg,0.6
5,005_00.jpg,0.6
5,005_01.jpg,0.6
5,005_02.jpg,0.6
5,005_03.jpg,0.4
5,005_04.jpg,0.4
